Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS26,20.35,Low Fat,0.089608321,Dairy,262.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,3056.2016368254826
NCL17,7.39,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,2004,Small,Tier 2,Supermarket Type1,2417.9318945464947
NCB18,19.6,Low Fat,0.041355366,Household,88.7514,OUT049,1999,Medium,Tier 1,Supermarket Type1,2265.6206552138265
FDA50,16.25,Low Fat,0.145913308,Dairy,95.441,OUT010,1998,Medium,Tier 3,Grocery Store,1661.7708105254876
DRE13,6.28,Low Fat,0.027748176,Soft Drinks,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,2091.290511224484
DRE60,9.395,Low Fat,0.159201868,Soft Drinks,226.072,OUT013,1987,High,Tier 3,Supermarket Type1,2811.0237315628333
FDB20,7.72,Low Fat,0.052274691,Fruits and Vegetables,79.1986,OUT017,2007,Medium,Tier 2,Supermarket Type1,2038.0003361551362
NCS18,12.65,Low Fat,0.042175992,Household,106.4938,OUT013,1987,High,Tier 3,Supermarket Type1,2285.159438014877
FDH19,12.857645184135976,Low Fat,0.057933643,Meat,175.1738,OUT019,1985,Small,Tier 1,Grocery Store,2336.460265997421
FDS47,16.75,Low Fat,0.0,Breads,88.7856,OUT045,2002,Medium,Tier 2,Supermarket Type1,2253.3247636885585
FDC09,15.5,Regular,0.026280116,Fruits and Vegetables,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1,2233.4706296513386
DRG23,8.88,Low Fat,0.086916126,Hard Drinks,153.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2455.7900149267803
FDU34,18.25,Low Fat,0.075347426,Snack Foods,126.3046,OUT045,2002,Medium,Tier 2,Supermarket Type1,2347.9403136477513
FDZ40,8.935,Low Fat,0.040410039,Frozen Foods,52.9298,OUT017,2007,Medium,Tier 2,Supermarket Type1,1895.7062239627965
NCE30,16.0,Low Fat,0.09911729,Household,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.2792161429015
FDA44,19.7,Low Fat,0.053439522,Fruits and Vegetables,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.8183077065687
FDB32,20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,OUT035,2004,Small,Tier 2,Supermarket Type1,2158.69045472464
NCO06,19.25,Low Fat,0.108030434,Household,32.4558,OUT046,1997,Small,Tier 1,Supermarket Type1,1983.3532009742491
FDY44,14.15,Regular,0.024404558,Fruits and Vegetables,198.311,OUT046,1997,Small,Tier 1,Supermarket Type1,2720.84185089923
FDG10,6.63,Regular,0.010961483,Snack Foods,58.2588,OUT045,2002,Medium,Tier 2,Supermarket Type1,1800.1687645158447
FDF38,11.8,Regular,0.026358005,Canned,39.6138,OUT046,1997,Small,Tier 1,Supermarket Type1,1892.3019409393137
FDW59,12.857645184135976,Low Fat,0.03627089,Breads,85.9566,OUT019,1985,Small,Tier 1,Grocery Store,1572.22188622923
FDP34,12.85,Low Fat,0.137227848,Snack Foods,155.563,OUT046,1997,Small,Tier 1,Supermarket Type1,2447.741717346483
FDZ26,11.6,Regular,0.144832027,Dairy,239.8222,OUT017,2007,Medium,Tier 2,Supermarket Type1,2873.5135051391194
FDH17,12.857645184135976,Regular,0.029157849,Frozen Foods,97.0726,OUT019,1985,Small,Tier 1,Grocery Store,1751.9720508891953
FDU44,12.15,Regular,0.058756205,Fruits and Vegetables,161.0552,OUT017,2007,Medium,Tier 2,Supermarket Type1,2467.2817131764464
FDS23,4.635,Low Fat,0.141108156,Breads,128.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2333.625516700023
DRE03,19.6,Low Fat,0.024325592,Dairy,48.5718,OUT018,2009,Medium,Tier 3,Supermarket Type2,2306.236467659045
FDY57,20.2,Regular,0.121500143,Snack Foods,95.0752,OUT045,2002,Medium,Tier 2,Supermarket Type1,2091.9133215354723
FDH50,12.857645184135976,Regular,0.160653682,Canned,185.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3,3492.9156830383677
DRY23,9.395,Regular,0.109096371,Soft Drinks,44.6112,OUT046,1997,Small,Tier 1,Supermarket Type1,1979.4647897424636
FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,2803.7666472478277
FDB38,19.5,Regular,0.027458099,Canned,158.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2976.1479933326686
FDY16,18.35,Regular,0.092226754,Frozen Foods,184.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,2726.8376962424704
FDG33,5.365,Regular,0.234733477,Seafood,173.4764,OUT010,1998,Medium,Tier 3,Grocery Store,1944.2665228969292
FDN04,11.8,Regular,0.014144442,Frozen Foods,180.4344,OUT018,2009,Medium,Tier 3,Supermarket Type2,2894.2753121705705
FDJ48,11.3,Low Fat,0.056754036,Baking Goods,247.5118,OUT017,2007,Medium,Tier 2,Supermarket Type1,2980.651943052379
NCC07,19.6,Low Fat,0.023999722,Household,104.0964,OUT045,2002,Medium,Tier 2,Supermarket Type1,2399.2832812966803
FDI35,14.0,Low Fat,0.041355366,Starchy Foods,182.0634,OUT049,1999,Medium,Tier 1,Supermarket Type1,2634.6697858139487
DRH49,19.7,Low Fat,0.024655594,Soft Drinks,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,2096.0830547198357
FDY51,12.5,Low Fat,0.081134826,Meat,220.0798,OUT046,1997,Small,Tier 1,Supermarket Type1,2903.7964759359556
NCG07,12.3,Low Fat,0.052608525,Household,191.253,OUT045,2002,Medium,Tier 2,Supermarket Type1,2570.4830656750423
FDA22,7.435,Low Fat,0.084452363,Starchy Foods,165.2158,OUT046,1997,Small,Tier 1,Supermarket Type1,2391.3917960062836
FDA33,6.48,Low Fat,0.033899898,Snack Foods,146.9076,OUT046,1997,Small,Tier 1,Supermarket Type1,2369.7750777591696
FDV03,17.6,Low Fat,0.058042926,Meat,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1,2604.4683706571823
FDP27,8.155,Low Fat,0.119692888,Meat,188.453,OUT045,2002,Medium,Tier 2,Supermarket Type1,2592.286634124178
FDZ20,16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,OUT049,1999,Medium,Tier 1,Supermarket Type1,3004.1870900289528
FDR56,15.5,Regular,0.100922503,Fruits and Vegetables,199.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,2696.985830909449
NCV41,12.857645184135976,Low Fat,0.016956266,Health and Hygiene,109.3228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3070.193492332837
FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2211.2620891614806
NCB30,14.6,Low Fat,0.025742955,Household,197.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,2476.3057162844552
FDX23,6.445,Low Fat,0.029812714,Baking Goods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,2423.033046274416
FDY24,4.88,Regular,0.133382115,Baking Goods,55.0298,OUT013,1987,High,Tier 3,Supermarket Type1,1836.5636972933423
FDZ37,8.1,Regular,0.0,Canned,88.5198,OUT013,1987,High,Tier 3,Supermarket Type1,1991.5178733104397
FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,2144.6344959249245
NCE18,10.0,Low Fat,0.021425341,Household,250.175,OUT046,1997,Small,Tier 1,Supermarket Type1,2883.8046318211104
FDY60,12.857645184135976,Regular,0.02624324,Baking Goods,143.8128,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.956887706599
FDT24,12.35,Regular,0.185704641,Baking Goods,77.1328,OUT013,1987,High,Tier 3,Supermarket Type1,2102.1532575171886
NCV06,11.3,Low Fat,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2564.640192470547
FDP51,12.857645184135976,Regular,0.149305497,Meat,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,1839.918686416024
FDU49,19.5,Regular,0.030688557,Canned,85.754,OUT035,2004,Small,Tier 2,Supermarket Type1,2162.5099162513284
FDQ16,19.7,Low Fat,0.041803291,Frozen Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,2251.92159640723
FDV16,7.75,Regular,0.082861686,Frozen Foods,32.6558,OUT013,1987,High,Tier 3,Supermarket Type1,1774.95015572225
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.483,OUT018,2009,Medium,Tier 3,Supermarket Type2,2414.5597419889928
FDE09,12.857645184135976,Low Fat,0.021498768,Fruits and Vegetables,111.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,2984.9918410463574
NCV54,11.1,Low Fat,0.033102681,Household,116.6124,OUT035,2004,Small,Tier 2,Supermarket Type1,2287.327557412021
FDH27,7.075,Low Fat,0.058676973,Dairy,142.0128,OUT017,2007,Medium,Tier 2,Supermarket Type1,2361.8378802377447
FDF33,7.97,Low Fat,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,2106.8870312272006
NCP18,12.15,Low Fat,0.028592842,Household,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2494.186013461008
FDZ45,14.1,Low Fat,0.067148407,Snack Foods,200.4084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2978.9415781667735
FDU25,12.857645184135976,Low Fat,0.026552056,Canned,56.2246,OUT027,1985,Medium,Tier 3,Supermarket Type3,2816.676642884398
FDQ40,11.1,Regular,0.060302689,Frozen Foods,175.8712,OUT010,1998,Medium,Tier 3,Grocery Store,2225.8321765089963
DRD25,12.857645184135976,Low Fat,0.138269873,Soft Drinks,111.686,OUT019,1985,Small,Tier 1,Grocery Store,1815.182510165063
FDJ57,7.42,Regular,0.036109859,Seafood,186.5582,OUT010,1998,Medium,Tier 3,Grocery Store,2225.315343471291
FDT43,16.35,Low Fat,0.020579897,Fruits and Vegetables,52.1324,OUT049,1999,Medium,Tier 1,Supermarket Type1,1932.5576799889943
FDH44,19.1,Regular,0.025912378,Fruits and Vegetables,146.8418,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456.5354843257523
FDR31,12.857645184135976,Regular,0.086077865,Fruits and Vegetables,143.8102,OUT019,1985,Small,Tier 1,Grocery Store,1988.1197648709324
FDQ27,5.19,Regular,0.044432887,Meat,102.899,OUT018,2009,Medium,Tier 3,Supermarket Type2,2404.4522887767807
DRK13,11.8,Low Fat,0.115346634,Soft Drinks,200.2084,OUT049,1999,Medium,Tier 1,Supermarket Type1,2607.226749950737
FDB04,11.35,Regular,0.063226306,Dairy,87.9856,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.9253830909004
NCI54,15.2,Low Fat,0.03366718,Household,109.6912,OUT045,2002,Medium,Tier 2,Supermarket Type1,2204.3301102286314
FDP19,11.5,Low Fat,0.173867958,Fruits and Vegetables,128.8652,OUT045,2002,Medium,Tier 2,Supermarket Type1,2209.601981530426
FDB37,20.25,Regular,0.022936488,Baking Goods,240.8538,OUT035,2004,Small,Tier 2,Supermarket Type1,2934.8063758003696
NCR05,10.1,Low Fat,0.054585372,Health and Hygiene,196.5084,OUT013,1987,High,Tier 3,Supermarket Type1,2596.9295183303375
FDZ15,13.1,Low Fat,0.020913071,Dairy,120.1782,OUT045,2002,Medium,Tier 2,Supermarket Type1,2276.4933285111897
NCQ29,12.0,Low Fat,0.104230135,Health and Hygiene,259.5278,OUT046,1997,Small,Tier 1,Supermarket Type1,2963.8792539468855
FDL04,19.0,Low Fat,0.111923422,Frozen Foods,106.5622,OUT046,1997,Small,Tier 1,Supermarket Type1,2296.8106549306017
DRH49,19.7,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,2471.9367663521384
FDT07,12.857645184135976,Regular,0.135375727,Fruits and Vegetables,256.133,OUT019,1985,Small,Tier 1,Grocery Store,2445.297519910228
NCI55,18.6,Low Fat,0.012679226,Household,120.9414,OUT045,2002,Medium,Tier 2,Supermarket Type1,2261.003834020552
FDP19,11.5,Low Fat,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,2194.6081398044057
FDV45,16.75,Low Fat,0.045138797,Snack Foods,187.9556,OUT045,2002,Medium,Tier 2,Supermarket Type1,2616.554896074679
FDG26,18.85,Low Fat,0.04282359,Canned,254.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,3297.6535197042035
DRJ01,6.135,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.7733393600083
FDD14,20.7,Low Fat,0.169776346,Canned,184.4266,OUT035,2004,Small,Tier 2,Supermarket Type1,2567.755160802065
DRH37,17.6,Low Fat,0.041608488,Soft Drinks,165.4526,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.972885609118
NCD18,16.0,Low Fat,0.072608647,Household,228.3668,OUT013,1987,High,Tier 3,Supermarket Type1,2873.1320337668453
NCE55,8.92,Low Fat,0.130191993,Household,176.837,OUT045,2002,Medium,Tier 2,Supermarket Type1,2423.695159251334
NCQ43,17.75,Low Fat,0.111931193,Others,108.8912,OUT017,2007,Medium,Tier 2,Supermarket Type1,2192.9505777285253
FDC41,15.6,Low Fat,0.116913245,Frozen Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1,1974.2425127922154
DRL01,12.857645184135976,Regular,0.13511877,Soft Drinks,232.9958,OUT019,1985,Small,Tier 1,Grocery Store,2423.4809332113773
FDX48,17.75,Regular,0.063416566,Baking Goods,154.6656,OUT010,1998,Medium,Tier 3,Grocery Store,2051.2454262647348
DRC25,5.73,Low Fat,0.075943184,Soft Drinks,85.5882,OUT010,1998,Medium,Tier 3,Grocery Store,1693.1196330592961
DRF48,5.73,Low Fat,0.05190652,Soft Drinks,188.1898,OUT045,2002,Medium,Tier 2,Supermarket Type1,2389.4264206452713
FDT34,9.3,Low Fat,0.175060504,Snack Foods,106.7964,OUT018,2009,Medium,Tier 3,Supermarket Type2,2430.681374203803
NCB43,20.2,Low Fat,0.099893424,Household,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,2674.5908751353395
FDG44,12.857645184135976,Low Fat,0.178923163,Fruits and Vegetables,55.7298,OUT019,1985,Small,Tier 1,Grocery Store,1532.4706316471602
FDD35,12.15,Low Fat,0.0,Starchy Foods,119.244,OUT035,2004,Small,Tier 2,Supermarket Type1,2493.16269311844
FDC02,21.35,Low Fat,0.068765205,Canned,260.4278,OUT013,1987,High,Tier 3,Supermarket Type1,3069.2403994654323
FDU51,20.2,Regular,0.096906831,Meat,175.5028,OUT018,2009,Medium,Tier 3,Supermarket Type2,2870.7362167526394
NCC19,6.57,Low Fat,0.096862255,Household,193.982,OUT035,2004,Small,Tier 2,Supermarket Type1,2539.5417327328737
FDJ60,19.35,Regular,0.062528426,Baking Goods,166.9184,OUT046,1997,Small,Tier 1,Supermarket Type1,2414.728080322684
NCI29,8.6,Low Fat,0.032621545,Health and Hygiene,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2339.3182475562594
NCF43,8.51,Low Fat,0.05190268,Household,142.247,OUT013,1987,High,Tier 3,Supermarket Type1,2263.7391754399396
FDY08,12.857645184135976,Regular,0.170246782,Fruits and Vegetables,141.5838,OUT027,1985,Medium,Tier 3,Supermarket Type3,3224.6032828861726
FDD17,7.5,Low Fat,0.054610829,Frozen Foods,237.1906,OUT010,1998,Medium,Tier 3,Grocery Store,2389.684363532357
FDK41,14.3,Low Fat,0.127517605,Frozen Foods,86.0224,OUT035,2004,Small,Tier 2,Supermarket Type1,2060.0119242363803
DRN59,15.0,Low Fat,0.064271703,Hard Drinks,45.506,OUT045,2002,Medium,Tier 2,Supermarket Type1,1854.5495211876478
FDR60,14.3,Low Fat,0.13030659,Baking Goods,75.7328,OUT013,1987,High,Tier 3,Supermarket Type1,2155.6188131482663
DRO47,10.195,Low Fat,0.187841082,Hard Drinks,112.486,OUT010,1998,Medium,Tier 3,Grocery Store,1744.7600377105673
FDF26,6.825,Regular,0.046625941,Canned,154.9998,OUT035,2004,Small,Tier 2,Supermarket Type1,2526.5405929783365
FDQ12,12.65,Low Fat,0.035410748,Baking Goods,231.401,OUT046,1997,Small,Tier 1,Supermarket Type1,2890.9317669694615
NCO29,11.15,Low Fat,0.032250092,Health and Hygiene,164.0526,OUT035,2004,Small,Tier 2,Supermarket Type1,2514.203292186831
DRF03,19.1,Low Fat,0.045378573,Dairy,42.4138,OUT049,1999,Medium,Tier 1,Supermarket Type1,1969.8783652854015
FDU48,18.85,Low Fat,0.0926587,Baking Goods,131.4284,OUT010,1998,Medium,Tier 3,Grocery Store,2030.8164338573001
DRE03,19.6,Low Fat,0.024222321,Dairy,45.5718,OUT035,2004,Small,Tier 2,Supermarket Type1,1817.5340331523512
FDX55,15.1,Low Fat,0.055518167,Fruits and Vegetables,217.3166,OUT017,2007,Medium,Tier 2,Supermarket Type1,2747.5132449679395
FDP38,12.857645184135976,Low Fat,0.031946638,Canned,51.6008,OUT027,1985,Medium,Tier 3,Supermarket Type3,2838.219770536106
FDZ19,6.425,Low Fat,0.093983518,Fruits and Vegetables,175.5712,OUT017,2007,Medium,Tier 2,Supermarket Type1,2451.202466322072
NCU54,8.88,Low Fat,0.098822387,Household,209.627,OUT045,2002,Medium,Tier 2,Supermarket Type1,2535.108618755714
FDY36,12.3,Low Fat,0.009410528,Baking Goods,73.738,OUT046,1997,Small,Tier 1,Supermarket Type1,2042.7923799538023
FDL16,12.85,Low Fat,0.169139066,Frozen Foods,46.406,OUT018,2009,Medium,Tier 3,Supermarket Type2,2332.2889083004393
FDW31,11.35,Regular,0.043122189,Fruits and Vegetables,197.9742,OUT013,1987,High,Tier 3,Supermarket Type1,2741.5612427427777
DRK49,12.857645184135976,Low Fat,0.035769657,Soft Drinks,40.9138,OUT027,1985,Medium,Tier 3,Supermarket Type3,2710.3003025920775
FDC08,19.0,Regular,0.10361083,Fruits and Vegetables,228.372,OUT049,1999,Medium,Tier 1,Supermarket Type1,2916.170527164647
FDO56,10.195,Regular,0.044974051,Fruits and Vegetables,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,2188.046412870556
NCV53,8.27,Low Fat,0.018920019,Health and Hygiene,238.088,OUT017,2007,Medium,Tier 2,Supermarket Type1,2687.370263553862
FDA35,14.85,Regular,0.054142088,Baking Goods,124.1072,OUT017,2007,Medium,Tier 2,Supermarket Type1,2228.0076769496354
FDL40,12.857645184135976,Low Fat,0.0,Frozen Foods,98.241,OUT019,1985,Small,Tier 1,Grocery Store,1944.8125533220154
FDJ04,18.0,Low Fat,0.124645538,Frozen Foods,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.8197844536558
FDA31,7.1,Low Fat,0.110459828,Fruits and Vegetables,172.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2776.8393676499986
FDX24,8.355,Low Fat,0.013957308,Baking Goods,94.0462,OUT045,2002,Medium,Tier 2,Supermarket Type1,2082.8152902980096
FDQ59,9.8,Regular,0.056386541,Breads,84.6908,OUT046,1997,Small,Tier 1,Supermarket Type1,2205.59165666584
FDF45,18.2,Regular,0.012273747,Fruits and Vegetables,60.0904,OUT017,2007,Medium,Tier 2,Supermarket Type1,2166.3918397289654
FDH05,12.857645184135976,Regular,0.090473389,Frozen Foods,229.7984,OUT027,1985,Medium,Tier 3,Supermarket Type3,3809.83417601721
NCZ54,14.65,Low Fat,0.083359391,Household,161.9552,OUT046,1997,Small,Tier 1,Supermarket Type1,2461.8726876679957
FDW01,12.857645184135976,Low Fat,0.112161697,Canned,154.4682,OUT019,1985,Small,Tier 1,Grocery Store,2068.4865624411273
FDX36,9.695,Regular,0.128805815,Baking Goods,224.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,2951.417688546337
NCO55,12.857645184135976,Low Fat,0.090596378,Others,106.6938,OUT027,1985,Medium,Tier 3,Supermarket Type3,3134.902016930822
FDL13,13.85,Regular,0.056637129,Breakfast,233.83,OUT017,2007,Medium,Tier 2,Supermarket Type1,2745.9090713985656
FDV16,7.75,Regular,0.083059634,Frozen Foods,35.7558,OUT049,1999,Medium,Tier 1,Supermarket Type1,1792.0912281010103
FDN04,11.8,Regular,0.014115626,Frozen Foods,178.5344,OUT045,2002,Medium,Tier 2,Supermarket Type1,2475.8299847893727
NCH06,12.3,Low Fat,0.076866235,Household,247.146,OUT018,2009,Medium,Tier 3,Supermarket Type2,3193.1875363609042
FDA40,16.0,Regular,0.099188598,Frozen Foods,88.9856,OUT013,1987,High,Tier 3,Supermarket Type1,2048.352706516024
NCS05,11.5,Low Fat,0.021010687,Health and Hygiene,131.3942,OUT049,1999,Medium,Tier 1,Supermarket Type1,2272.8356356459344
FDM15,12.857645184135976,Regular,0.057143515,Meat,151.8366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3216.0578780894416
FDK04,7.36,Low Fat,0.052607932,Frozen Foods,56.3588,OUT017,2007,Medium,Tier 2,Supermarket Type1,1845.228530405994
FDI58,7.64,Regular,0.070645636,Snack Foods,91.212,OUT013,1987,High,Tier 3,Supermarket Type1,2123.8038949424244
FDB33,17.75,Low Fat,0.014568036,Fruits and Vegetables,158.1262,OUT013,1987,High,Tier 3,Supermarket Type1,2432.457958554998
FDJ45,17.75,Low Fat,0.073524776,Seafood,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,1892.4889261611095
NCO05,7.27,Low Fat,0.046559448,Health and Hygiene,100.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,2209.5490081844446
NCE31,7.67,Low Fat,0.309390255,Household,33.2216,OUT010,1998,Medium,Tier 3,Grocery Store,1247.0571633389281
FDQ49,20.2,Regular,0.039247736,Breakfast,157.663,OUT046,1997,Small,Tier 1,Supermarket Type1,2473.2576207401917
FDL34,16.0,Low Fat,0.040945898,Snack Foods,143.1496,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.83308098558
FDV07,9.5,Low Fat,0.031331581,Fruits and Vegetables,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,2289.326226168857
FDX19,19.1,Low Fat,0.096929994,Fruits and Vegetables,233.8958,OUT045,2002,Medium,Tier 2,Supermarket Type1,2887.542613476269
FDO48,15.0,Regular,0.026840766,Baking Goods,219.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,2753.3104734313924
FDK40,7.035,Low Fat,0.0,Frozen Foods,262.691,OUT013,1987,High,Tier 3,Supermarket Type1,2982.515132095043
FDY19,19.75,Low Fat,0.041429246,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2234.835005013086
FDS16,12.857645184135976,Regular,0.0,Frozen Foods,145.276,OUT027,1985,Medium,Tier 3,Supermarket Type3,3309.4652126767955
FDS02,12.857645184135976,Regular,0.0,Dairy,196.4794,OUT027,1985,Medium,Tier 3,Supermarket Type3,3543.662036457501
FDM51,11.8,Regular,0.025978802,Meat,102.5674,OUT045,2002,Medium,Tier 2,Supermarket Type1,2153.222921308889
FDW02,12.857645184135976,Regular,0.066006824,Dairy,126.2704,OUT019,1985,Small,Tier 1,Grocery Store,1859.8381759655813
FDS31,12.857645184135976,Regular,0.0,Fruits and Vegetables,178.5318,OUT019,1985,Small,Tier 1,Grocery Store,2150.300978058683
DRF03,19.1,Low Fat,0.045492697,Dairy,40.3138,OUT018,2009,Medium,Tier 3,Supermarket Type2,2332.608038407673
FDT55,13.6,Regular,0.043618827,Fruits and Vegetables,156.7946,OUT013,1987,High,Tier 3,Supermarket Type1,2556.4820266991246
FDW21,5.34,Regular,0.005963881,Snack Foods,99.5358,OUT046,1997,Small,Tier 1,Supermarket Type1,2057.112439737696
FDP07,18.2,Low Fat,0.08982696,Fruits and Vegetables,197.111,OUT013,1987,High,Tier 3,Supermarket Type1,2719.312456284119
NCZ17,12.15,Low Fat,0.079431643,Health and Hygiene,38.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,1668.0750170118345
NCV41,14.35,Low Fat,0.017135155,Health and Hygiene,109.8228,OUT017,2007,Medium,Tier 2,Supermarket Type1,2197.2770040474243
FDP60,17.35,Low Fat,0.056005781,Baking Goods,99.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,2199.020394870328
FDG58,10.695,Regular,0.145253944,Snack Foods,156.8972,OUT010,1998,Medium,Tier 3,Grocery Store,1946.0343546414533
FDI60,7.22,Regular,0.0383808,Baking Goods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,1849.8440900168323
FDI20,19.1,Low Fat,0.03856376,Fruits and Vegetables,209.2586,OUT046,1997,Small,Tier 1,Supermarket Type1,2724.5887554824894
